Lfd. Nr.,Stadt,Postleitzahl,Fläche km,Bevölkerung gesamt,Bevölkerung männlich,Bevölkerung weiblich,Bevölkerung je km2
539,"Sonneberg, Stadt",96515,"84,69",23.804,11.551,12.253,"281,00"
540,"Hann. Münden, Stadt",34346,"121,16",23.797,11.721,12.076,"196,00"
541,"Öhringen, Stadt",74613,"67,79",23.771,11.862,11.909,"351,00"
542,"Haren (Ems), Stadt",49733,"208,79",23.747,11.988,11.759,"114,00"
543,"Sehnde, Stadt",31319,"103,58",23.584,11.891,11.693,"228,00"
544,"Korbach, Hansestadt, Kreisstadt",34497,"123,98",23.583,11.483,12.100,"190,00"
545,"Bedburg, Stadt",50181,"80,42",23.577,11.906,11.671,"293,00"
546,"Dillenburg, Stadt",35683,"83,89",23.542,11.614,11.928,"281,00"
547,"Warburg, Hansestadt",34414,"168,84",23.365,11.591,11.774,"138,00"
548,"Netphen, Stadt",57250,"137,39",23.356,11.682,11.674,"170,00"
549,"Riedstadt, Stadt",64560,"73,73",23.340,11.618,11.722,"317,00"
550,"Helmstedt, Stadt",38350,"47,14",23.336,11.347,11.989,"495,00"
551,"Bad Mergentheim, Stadt",97980,"129,96",23.227,11.265,11.962,"179,00"
552,"Starnberg, St",82319,"61,85",23.207,10.904,12.303,"375,00"
553,"Calw, Stadt",75365,"59,88",23.158,11.726,11.432,"387,00"
554,"Walsrode, Stadt",29664,"272,29",23.139,11.433,11.706,"85,00"
555,"Mosbach, Stadt",74821,"62,17",23.101,11.457,11.644,"372,00"
556,"Husum, Stadt",25813,"25,81",23.097,11.075,12.022,"895,00"
557,"Herzogenaurach, St",91074,"47,62",23.081,11.594,11.487,"485,00"
558,"Wertheim, Stadt",97877,"138,59",23.052,11.488,11.564,"166,00"
559,"Waldkraiburg, St",84478,"21,56",23.042,11.484,11.558,1.069
560,"Glauchau, Stadt",8371,"51,62",22.925,11.276,11.649,"444,00"
561,"Burg, Stadt",39288,"164,05",22.834,11.552,11.282,"139,00"
562,"Gardelegen, Hansestadt",39638,"632,43",22.826,11.411,11.415,"36,00"
563,"Gelnhausen, Barbarossast., Krst.",63571,"45,19",22.796,11.224,11.572,"504,00"
564,"Freudenstadt, Stadt",72250,"87,54",22.796,11.059,11.737,"260,00"
565,"Herdecke, Stadt",58313,"22,39",22.768,10.841,11.927,1.017
566,"Spremberg, Stadt",3130,"202,32",22.750,11.065,11.685,"112,00"
567,"Rudolstadt, Stadt",7407,"55,41",22.704,11.019,11.685,"410,00"
568,"Vreden, Stadt",48691,"135,83",22.611,11.533,11.078,"166,00"
569,"Überlingen, Stadt",88662,"58,66",22.573,10.517,12.056,"385,00"
570,"Lengerich, Stadt",49525,"90,79",22.530,11.145,11.385,"248,00"
571,"Leutkirch im Allgäu, Stadt",88299,"174,98",22.515,11.298,11.217,"129,00"
572,"Radevormwald, Stadt auf der Höhe",42477,"53,86",22.473,10.961,11.512,"417,00"
573,"Westerstede, Stadt",26655,"179,55",22.399,10.972,11.427,"125,00"
574,"Bad Soden am Taunus, Stadt",65812,"12,55",22.393,10.695,11.698,1.785
575,"Donaueschingen, Stadt",78166,"104,67",22.356,11.322,11.034,"214,00"
576,"Weilheim i.OB, St",82362,"55,5",22.345,10.746,11.599,"403,00"
577,"Apolda, Stadt",99510,"46,27",22.279,10.966,11.313,"482,00"
578,"Karben, Stadt",61184,"43,94",22.211,11.079,11.132,"505,00"
579,"Stadthagen, Stadt",31655,"60,27",22.148,10.705,11.443,"367,00"
580,"Senden, St",89250,"25,21",22.128,10.818,11.310,"878,00"
581,"Gersthofen, St",86368,"34,01",22.120,10.984,11.136,"650,00"
582,"Friesoythe, Stadt",26169,"247,49",22.082,11.134,10.948,"89,00"
583,"Osterode am Harz, Stadt",37520,"102,54",21.985,10.900,11.085,"214,00"
584,"Sondershausen, Stadt",99706,"201,21",21.974,10.787,11.187,"109,00"
585,"Bad Harzburg, Stadt",38667,"65,52",21.969,10.260,11.709,"335,00"
586,"Nagold, Stadt",72202,"63,09",21.949,10.921,11.028,"348,00"
587,"Eckernförde, Stadt",24340,"21,38",21.942,10.429,11.513,1.026
588,"Büdingen, Stadt",63654,"122,88",21.902,11.010,10.892,"178,00"
589,"Bad Kissingen, GKSt",97688,"69,92",21.879,10.078,11.801,"313,00"
590,"Zerbst/Anhalt, Stadt",39261,"467,77",21.876,10.753,11.123,"47,00"
591,"Neusäß, St",86356,"25,22",21.861,10.493,11.368,"867,00"
592,"Waldkirch, Stadt",79183,"48,47",21.786,10.581,11.205,"449,00"
593,"Laupheim, Stadt",88471,"61,79",21.742,10.861,10.881,"352,00"
594,"Metzingen, Stadt",72555,"34,55",21.721,10.661,11.060,"629,00"
595,"Halle (Westf.), Stadt",33790,"69,7",21.692,10.764,10.928,"311,00"
596,"Büren, Stadt",33142,"170,99",21.657,11.174,10.483,"127,00"
597,"Hockenheim, Stadt",68766,"34,84",21.625,10.845,10.780,"621,00"
598,"Schwetzingen, Stadt",68723,"21,62",21.580,10.453,11.127,"998,00"
599,"Xanten, Stadt",46509,"72,43",21.551,10.604,10.947,"298,00"
600,"Rotenburg (Wümme), Stadt",27356,"99,06",21.548,10.573,10.975,"218,00"
601,"Versmold, Stadt",33775,"85,57",21.543,10.868,10.675,"252,00"
602,"Heide, Stadt",25746,"31,97",21.529,10.208,11.321,"673,00"
603,"Sonthofen, St",87527,"46,55",21.529,10.304,11.225,"463,00"
604,"Eppingen, Stadt",75031,"88,58",21.446,10.681,10.765,"242,00"
605,"Stadtallendorf, Stadt",35260,"78,29",21.388,10.640,10.748,"273,00"
606,"Wipperfürth, Hansestadt",51688,"118,3",21.372,10.561,10.811,"181,00"
607,"Waren (Müritz), Stadt",17192,"159,46",21.367,10.061,11.306,"134,00"
608,"Soltau, Stadt",29614,"203,77",21.324,10.449,10.875,"105,00"
609,"Puchheim, St",82178,"12,24",21.300,10.315,10.985,1.741
610,"Wülfrath, Stadt",42489,"32,27",21.273,10.384,10.889,"659,00"
611,"Elsdorf, Stadt",50189,"66,17",21.264,10.450,10.814,"321,00"
612,"Eschborn, Stadt",65760,"12,13",21.228,10.407,10.821,1.749
613,"Meiningen, Stadt",98617,"59,46",21.223,10.452,10.771,"357,00"
614,"Seligenstadt, Stadt",63500,"30,85",21.184,10.297,10.887,"687,00"
615,"Rees, Stadt",46459,"109,86",21.140,10.404,10.736,"192,00"
616,"Aichach, St",86551,"92,84",21.130,10.306,10.824,"228,00"
617,"Geseke, Stadt",59590,"97,88",21.129,10.499,10.630,"216,00"
618,"Flörsheim am Main, Stadt",65439,"22,95",21.121,10.320,10.801,"920,00"
619,"Reichenbach im Vogtland, Stadt",8468,"34,46",21.112,10.174,10.938,"613,00"
620,"Groß-Umstadt, Stadt",64823,"86,84",21.058,10.451,10.607,"242,00"
621,"Schramberg, Stadt",78713,"80,7",21.048,10.537,10.511,"261,00"
622,"Bad Rappenau, Stadt",74906,"73,56",20.946,10.324,10.622,"285,00"
623,"Greiz, Stadt",7973,"76,44",20.920,10.130,10.790,"274,00"
624,"Fröndenberg/Ruhr, Stadt",58730,"56,23",20.908,10.285,10.623,"372,00"
625,"Werdau, Stadt",8412,"65,63",20.905,10.238,10.667,"319,00"
626,"Traunreut, St",83301,"45,06",20.899,10.329,10.570,"464,00"
627,"Kitzingen, GKSt",97318,"46,99",20.892,10.170,10.722,"445,00"
628,"Blieskastel, Stadt",66440,"108,21",20.886,10.362,10.524,"193,00"
629,"Kaltenkirchen, Stadt",24568,"23,1",20.852,10.219,10.633,"903,00"
630,"Coswig, Stadt",1640,"25,88",20.841,9.994,10.847,"805,00"
631,"Waghäusel, Stadt",68753,"42,84",20.811,10.336,10.475,"486,00"
632,"Quickborn, Stadt",25451,"43,17",20.808,10.106,10.702,"482,00"
633,"Germersheim, Stadt",76726,"21,68",20.777,10.461,10.316,"958,00"
634,"Duderstadt, Stadt",37115,"95,64",20.677,10.149,10.528,"216,00"
635,"Meinerzhagen, Stadt",58540,"115,67",20.650,10.332,10.318,"179,00"
636,"Herborn, Stadt",35745,"63,8",20.618,10.124,10.494,"323,00"
637,"Burgwedel, Stadt",30938,"152,85",20.594,9.815,10.779,"135,00"
638,"Luckenwalde, Stadt",14943,"46,61",20.521,9.962,10.559,"440,00"
639,"Enger, Widukindstadt",32130,"41,24",20.483,10.074,10.409,"497,00"
640,"Bruchköbel, Stadt",63486,"29,69",20.475,10.018,10.457,"690,00"
641,"Wittmund, Stadt",26409,"210,15",20.437,10.062,10.375,"97,00"
642,"Neustrelitz, Stadt",17235,"139,86",20.426,9.893,10.533,"146,00"
643,"Schortens, Stadt",26419,"68,8",20.416,9.980,10.436,"297,00"
644,"Eislingen/Fils, Stadt",73054,"16,41",20.390,10.025,10.365,1.243
645,"Stadtlohn, Stadt",48703,"79,25",20.389,10.263,10.126,"257,00"
646,"Dillingen/ Saar, Stadt",66763,"22,05",20.385,9.942,10.443,"924,00"
647,"Rheinstetten, Stadt",76287,"32,31",20.365,9.942,10.423,"630,00"
648,"Annaberg-Buchholz, Stadt",9456,"28,15",20.292,9.747,10.545,"721,00"
649,"Günzburg, GKSt",89312,"55,4",20.289,9.987,10.302,"366,00"
650,"Mössingen, Stadt",72116,"50,03",20.286,9.847,10.439,"406,00"
651,"Blankenburg (Harz), Stadt",38889,"148,94",20.189,9.740,10.449,"136,00"
652,"Holzminden, Stadt",37603,"88,24",20.189,9.965,10.224,"229,00"
653,"Bad Schwartau, Stadt",23611,"18,39",20.096,9.364,10.732,1.093
654,"Bad Waldsee, Stadt",88339,"108,55",20.090,9.795,10.295,"185,00"
655,"Lichtenfels, St",96215,"122,16",20.064,9.874,10.190,"164,00"
656,"Torgau, Stadt",4860,"102,8",20.062,9.941,10.121,"195,00"
657,"Nidderau, Stadt",61130,"46,73",20.051,9.975,10.076,"429,00"
658,"Hörstel, Stadt",48477,"107,54",20.038,10.068,9.970,"186,00"
659,"Nördlingen, GKSt",86720,"68,09",20.005,9.887,10.118,"294,00"
660,"Zülpich, Stadt",53909,"101,01",19.998,9.820,10.178,"198,00"
661,"Schifferstadt, Stadt",67105,"28,06",19.983,9.927,10.056,"712,00"
662,"Traunstein, GKSt",83278,"48,57",19.983,9.575,10.408,"411,00"
663,"Ennigerloh, Stadt",59320,"125,56",19.973,10.012,9.961,"159,00"
664,"Oberkirch, Stadt",77704,"69,09",19.955,9.923,10.032,"289,00"
665,"Oschersleben (Bode), Stadt",39387,"188,92",19.953,9.785,10.168,"106,00"
666,"Marsberg, Stadt",34431,"182,22",19.826,10.120,9.706,"109,00"
667,"Donauwörth, GKSt",86609,"77,04",19.749,9.901,9.848,"256,00"
668,"Eschwege, Kreisstadt",37269,"63,27",19.716,9.542,10.174,"312,00"
669,"Telgte, Stadt",48291,"90,84",19.697,9.506,10.191,"217,00"
670,"Gerlingen, Stadt",70839,"17,01",19.689,9.620,10.069,1.158
671,"Mühldorf a.Inn, St",84453,"29,42",19.660,9.750,9.910,"668,00"
672,"Schopfheim, Stadt",79650,"67,94",19.645,9.513,10.132,"289,00"
673,"Ochtrup, Stadt",48607,"105,63",19.634,9.979,9.655,"186,00"
674,"Giengen an der Brenz, Stadt",89537,"44,07",19.568,9.784,9.784,"444,00"
675,"Wildeshausen, Stadt",27793,"89,7",19.560,9.680,9.880,"218,00"
676,"Sulzbach-Rosenberg, St",92237,"53,12",19.456,9.586,9.870,"366,00"
677,"Bückeburg, Stadt",31675,"68,9",19.381,9.340,10.041,"281,00"
678,"Borna, Stadt",4552,"62,44",19.319,9.322,9.997,"309,00"
679,"Haiger, Stadt",35708,"106,67",19.316,9.554,9.762,"181,00"
680,"Seesen, Stadt",38723,"102,32",19.314,9.363,9.951,"189,00"
681,"Dingolfing, St",84130,44,19.311,10.040,9.271,"439,00"
682,"Waldbröl, Stadt",51545,"63,32",19.283,9.406,9.877,"305,00"
683,"Prenzlau, Stadt",17291,"142,96",19.279,9.285,9.994,"135,00"
684,"Bad Berleburg, Stadt",57319,"275,52",19.261,9.675,9.586,"70,00"
685,"Sarstedt, Stadt",31157,43,19.261,9.477,9.784,"448,00"
686,"Haldensleben, Stadt",39340,"156,2",19.246,9.584,9.662,"123,00"
687,"Rhede, Stadt",46414,"78,9",19.215,9.551,9.664,"244,00"
688,"Korntal-Münchingen, Stadt",70825,"20,71",19.195,9.546,9.649,"927,00"
689,"Schenefeld, Stadt",22869,"9,99",19.168,9.345,9.823,1.919
690,"Bad Pyrmont, Stadt",31812,"61,99",19.154,9.042,10.112,"309,00"
691,"Schmalkalden, Kurort, Stadt",98574,"98,3",19.149,9.729,9.420,"195,00"
692,"Bad Krozingen, Stadt",79189,"35,65",19.136,9.204,9.932,"537,00"
693,"Bad Friedrichshall, Stadt",74177,"24,71",19.087,9.639,9.448,"773,00"
694,"Alfeld (Leine), Stadt",31061,"72,88",19.061,9.367,9.694,"262,00"
695,"Hechingen, Stadt",72379,"66,41",19.047,9.442,9.605,"287,00"
696,"Mayen, Stadt",56727,"58,19",19.000,9.429,9.571,"327,00"
697,"Weil der Stadt, Stadt",71263,"43,17",18.983,9.480,9.503,"440,00"
698,"Crimmitschau, Stadt",8451,"61,15",18.982,9.157,9.825,"310,00"
699,"Mölln, Stadt",23879,"25,05",18.970,9.069,9.901,"757,00"
700,"Bergneustadt, Stadt",51702,"37,89",18.947,9.270,9.677,"500,00"
701,"Heusenstamm, Stadt",63150,"19,03",18.932,9.361,9.571,"995,00"
702,"Tettnang, Stadt",88069,"71,25",18.889,9.407,9.482,"265,00"
703,"Müllheim, Stadt",79379,"57,91",18.887,9.147,9.740,"326,00"
704,"Sömmerda, Stadt",99610,"81,11",18.884,9.270,9.614,"233,00"
705,"Hemmingen, Stadt",30966,"31,73",18.872,9.198,9.674,"595,00"
706,"Lebach, Stadt",66822,"64,21",18.864,9.576,9.288,"294,00"
707,"Auerbach/Vogtl., Stadt",8209,"55,52",18.779,9.043,9.736,"338,00"
708,"Wittlich, Stadt",54516,"49,63",18.748,9.442,9.306,"378,00"
709,"Püttlingen, Stadt",66346,"23,95",18.700,9.044,9.656,"781,00"
710,"Vlotho, Stadt",32602,"76,93",18.663,9.287,9.376,"243,00"
711,"Forst (Lausitz), Stadt",3149,"110,7",18.651,9.076,9.575,"168,00"
712,"Schneverdingen, Stadt",29640,"234,92",18.624,9.053,9.571,"79,00"
713,"Leinefelde-Worbis, Stadt",37327,"96,87",18.622,9.281,9.341,"192,00"
714,"Bremervörde, Stadt",27432,"150,42",18.608,9.380,9.228,"124,00"
715,"Bad Dürkheim, Stadt",67098,"102,55",18.601,8.779,9.822,"181,00"
716,"Bad Aibling, St",83043,"41,4",18.595,8.958,9.637,"449,00"
717,"Dillingen a.d.Donau, GKSt",89407,"75,59",18.538,9.129,9.409,"245,00"
718,"Bad Tölz, St",83646,"30,8",18.527,8.845,9.682,"602,00"
719,"Wolfratshausen, St",82515,"9,13",18.491,8.960,9.531,2.025
720,"Radeberg, Stadt",1454,"29,83",18.491,9.109,9.382,"620,00"
721,"Alzenau, St",63755,"59,3",18.467,9.044,9.423,"311,00"
722,"Burghausen, St",84489,"19,81",18.431,8.977,9.454,"930,00"
723,"Marktoberdorf, St",87616,"95,15",18.390,9.112,9.278,"193,00"
724,"Sachsenheim, Stadt",74343,"57,92",18.386,9.123,9.263,"317,00"
725,"Kolbermoor, St",83059,"19,83",18.371,8.991,9.380,"927,00"
726,"Bad Driburg, Stadt4)",33014,"115,3",/,/,/,/
727,"Glinde, Stadt",21509,"11,22",18.335,8.996,9.339,1.634
728,"Burscheid, Stadt",51399,"27,33",18.288,9.050,9.238,"669,00"
729,"Kronberg im Taunus, Stadt",61476,"18,62",18.275,8.585,9.690,"981,00"
730,"Uetersen, Stadt",25436,"11,43",18.272,8.964,9.308,1.599
731,"Großenhain, Stadt",1558,"130,36",18.268,8.996,9.272,"140,00"
732,"Weißenburg i.Bay., GKSt",91781,"97,58",18.256,8.955,9.301,"187,00"
733,"Pfullingen, Stadt",72793,"30,14",18.251,8.867,9.384,"605,00"
734,"Konz, Stadt",54329,"44,56",18.206,8.906,9.300,"409,00"
735,"Moosburg a.d.Isar, St",85368,"43,85",18.181,9.124,9.057,"415,00"
736,"Hessisch Oldendorf, Stadt",31840,"120,32",18.170,8.964,9.206,"151,00"
737,"Zossen, Stadt",15806,"180,4",18.115,9.031,9.084,"100,00"
738,"Alzey, Stadt",55232,"35,22",18.114,8.973,9.141,"514,00"
739,"Pohlheim, Stadt",35415,38,18.094,8.860,9.234,"476,00"
740,"Schwalmstadt, Stadt",34613,"84,74",18.087,9.176,8.911,"213,00"
741,"Lahnstein, Stadt",56112,"37,62",18.068,8.715,9.353,"480,00"
742,"Vellmar, Stadt",34246,"13,97",18.067,8.528,9.539,1.293
743,"Wassenberg, Stadt",41849,"42,43",18.019,8.892,9.127,"425,00"
744,"Parchim, Stadt",19370,"124,82",17.964,8.719,9.245,"144,00"
745,"Buchen (Odenwald), Stadt",74722,"138,93",17.922,8.867,9.055,"129,00"
746,"Schkeuditz, Stadt",4435,"81,47",17.900,9.220,8.680,"220,00"
747,"Werdohl, Stadt",58791,"33,39",17.892,8.869,9.023,"536,00"
748,"Bexbach, Stadt",66450,"31,09",17.782,8.715,9.067,"572,00"
749,"Frankenberg (Eder), Stadt",35066,"124,87",17.773,8.825,8.948,"142,00"
750,"Wörth am Rhein, Stadt",76744,"131,62",17.762,8.731,9.031,"135,00"
751,"Bad Reichenhall, GKSt",83435,"41,92",17.752,8.450,9.302,"423,00"
752,"Freudenberg, Stadt",57258,"54,6",17.734,8.854,8.880,"325,00"
753,"Thale, Stadt",6502,"137,58",17.708,8.750,8.958,"129,00"
754,"Oberasbach, St",90522,"12,08",17.553,8.423,9.130,1.452
755,"Renningen, Stadt",71272,"31,15",17.510,8.779,8.731,"562,00"
756,"Sinzig, Stadt",53489,"41,1",17.503,8.539,8.964,"426,00"
757,"Sigmaringen, Stadt",72488,"92,84",17.494,9.000,8.494,"188,00"
758,"Guben, Stadt",3172,"43,99",17.471,8.359,9.112,"397,00"
759,"Nauen, Stadt",14641,"268,14",17.436,8.651,8.785,"65,00"
760,"Bad Segeberg, Stadt",23795,"18,87",17.427,8.365,9.062,"924,00"
761,"Bad Saulgau, Stadt",88348,"97,33",17.426,8.497,8.929,"179,00"
762,"Bad Langensalza, Stadt",99947,"123,67",17.397,8.516,8.881,"141,00"
763,"Bad Münder am Deister, Stadt",31848,"107,97",17.384,8.489,8.895,"161,00"
764,"Hochheim am Main, Stadt",65239,"19,43",17.358,8.450,8.908,"893,00"
765,"Wittenberge, Stadt",19322,"50,63",17.318,8.374,8.944,"342,00"
766,"Nidda, Stadt",63667,"118,35",17.293,8.675,8.618,"146,00"
767,"Bad Münstereifel, Stadt",53902,"150,83",17.291,8.441,8.850,"115,00"
768,"Marktredwitz, GKSt",95615,"49,52",17.262,8.281,8.981,"349,00"
769,"Oerlinghausen, Stadt",33813,"32,69",17.259,8.447,8.812,"528,00"
770,"Marienberg, Stadt",9496,"133,5",17.254,8.553,8.701,"129,00"
771,"Horn-Bad Meinberg, Stadt",32805,"90,15",17.253,8.387,8.866,"191,00"
772,"Altena, Stadt",58762,"44,42",17.218,8.507,8.711,"388,00"
773,"Schwarzenberg/Erzgeb., Stadt",8340,"46,31",17.191,8.206,8.985,"371,00"
774,"Gescher, Glockenstadt",48712,"80,84",17.175,8.661,8.514,"212,00"
775,"Bobingen, St",86399,"50,25",17.130,8.483,8.647,"341,00"
